profileUrl,name,headline,location,connections,experience,education,skills
"https://www.linkedin.com/in/satyanadella/","Satya Nadella","Chairman and CEO at Microsoft","Redmond, Washington, United States","null","[{""title"":""Chairman and CEO"",""subtitle"":""Microsoft"",""duration"":""Feb 2014 - Present · 11 yrs 11 mos"",""location"":null},{""title"":""Member Board Of Trustees"",""subtitle"":""University of Chicago"",""duration"":""2018 - Present · 8 yrs"",""location"":null},{""title"":""Board Member"",""subtitle"":""Starbucks"",""duration"":""2017 - 2024 · 7 yrs"",""location"":null},{""title"":""Chairman"",""subtitle"":""The Business Council U.S."",""duration"":""2021 - 2023 · 2 yrs"",""location"":null},{""title"":""Board Member"",""subtitle"":""Fred Hutch"",""duration"":""2016 - 2022 · 6 yrs"",""location"":null}]","[{""title"":""The University of Chicago Booth School of Business"",""subtitle"":""1994 - 1996"",""duration"":""1994 - 1996"",""location"":null},{""title"":""Manipal Institute of Technology"",""subtitle"":""Bachelor’s Degree, Electrical Engineering"",""duration"":null,""location"":null}]","[]"
